Date,Product_ID,Product_Category,Brand,Average_Damage_Rate,Refund_Rate,Avg_Time_Between_Stockouts,Avg_Quantity_Per_Order,Current_Inventory_Quantity,Maximum_Quantity_in_Stock,Current_Inventory_Levels,Storage_Time,Quantity_Released
5/8/2022,145,Rain Gear,Brand_Z,0.049,0.024,8,18,143,400,Medium,4,57
5/9/2022,145,Rain Gear,Brand_Z,0.034,0.021,22,7,203,400,Medium,1,64
5/10/2022,145,Rain Gear,Brand_Z,0.016,0.01,16,11,136,400,Medium,2,67
5/11/2022,145,Rain Gear,Brand_Z,0.048,0.018,16,15,82,400,Low,3,54
5/12/2022,145,Rain Gear,Brand_Z,0.014,0.016,29,18,104,400,Low,1,98
5/13/2022,145,Rain Gear,Brand_Z,0.049,0.011,19,15,305,400,High,1,71
5/14/2022,145,Rain Gear,Brand_Z,0.047,0.017,10,19,218,400,Medium,2,87
5/15/2022,145,Rain Gear,Brand_Z,0.013,0.013,8,19,149,400,Medium,3,69
5/16/2022,145,Rain Gear,Brand_Z,0.046,0.01,30,7,348,400,High,1,75
5/17/2022,145,Rain Gear,Brand_Z,0.049,0.02,15,17,283,400,High,2,65
5/18/2022,145,Rain Gear,Brand_Z,0.035,0.027,21,19,195,400,Medium,3,88
5/19/2022,145,Rain Gear,Brand_Z,0.034,0.011,26,6,145,400,Medium,4,50
5/20/2022,145,Rain Gear,Brand_Z,0.025,0.019,20,19,301,400,High,1,70
5/21/2022,145,Rain Gear,Brand_Z,0.027,0.028,14,14,211,400,Medium,2,90
5/22/2022,145,Rain Gear,Brand_Z,0.04,0.017,17,9,143,400,Medium,3,68
5/23/2022,145,Rain Gear,Brand_Z,0.043,0.012,28,15,253,400,Medium,1,94
5/24/2022,145,Rain Gear,Brand_Z,0.039,0.021,29,6,202,400,Medium,2,51
5/25/2022,145,Rain Gear,Brand_Z,0.036,0.03,19,9,133,400,Medium,3,69
5/26/2022,145,Rain Gear,Brand_Z,0.013,0.022,7,16,181,400,Medium,1,56
5/27/2022,145,Rain Gear,Brand_Z,0.032,0.025,13,8,81,400,Low,2,100
5/28/2022,145,Rain Gear,Brand_Z,0.027,0.012,24,14,266,400,Medium,1,60
5/29/2022,145,Rain Gear,Brand_Z,0.033,0.027,20,15,216,400,Medium,2,50
5/30/2022,145,Rain Gear,Brand_Z,0.023,0.024,8,18,155,400,Medium,3,61
5/31/2022,145,Rain Gear,Brand_Z,0.023,0.027,30,17,310,400,High,1,77
6/1/2022,145,Rain Gear,Brand_Z,0.027,0.012,26,15,224,400,Medium,2,86
6/2/2022,145,Rain Gear,Brand_Z,0.043,0.026,14,7,140,400,Medium,3,84
6/3/2022,145,Rain Gear,Brand_Z,0.045,0.011,20,20,197,400,Medium,1,82
6/4/2022,145,Rain Gear,Brand_Z,0.036,0.021,10,11,119,400,Low,2,78
6/5/2022,145,Rain Gear,Brand_Z,0.034,0.011,25,9,227,400,Medium,1,52
6/6/2022,145,Rain Gear,Brand_Z,0.037,0.026,7,10,160,400,Medium,2,67
6/7/2022,145,Rain Gear,Brand_Z,0.045,0.024,18,6,218,400,Medium,1,94
6/8/2022,145,Rain Gear,Brand_Z,0.018,0.03,17,11,155,400,Medium,2,63
6/9/2022,145,Rain Gear,Brand_Z,0.011,0.017,13,9,84,400,Low,3,71
6/10/2022,145,Rain Gear,Brand_Z,0.025,0.015,9,13,248,400,Medium,1,63
6/11/2022,145,Rain Gear,Brand_Z,0.04,0.028,12,15,181,400,Medium,2,67
6/12/2022,145,Rain Gear,Brand_Z,0.048,0.02,22,18,118,400,Low,3,63
6/13/2022,145,Rain Gear,Brand_Z,0.047,0.013,17,17,333,400,High,1,70
6/14/2022,145,Rain Gear,Brand_Z,0.032,0.019,19,8,236,400,Medium,2,97
6/15/2022,145,Rain Gear,Brand_Z,0.016,0.024,9,8,166,400,Medium,3,70
6/16/2022,145,Rain Gear,Brand_Z,0.019,0.026,10,11,100,400,Low,4,66
6/17/2022,145,Rain Gear,Brand_Z,0.039,0.019,7,14,267,400,Medium,1,80
6/18/2022,145,Rain Gear,Brand_Z,0.029,0.017,21,13,197,400,Medium,2,70
6/19/2022,145,Rain Gear,Brand_Z,0.039,0.027,10,20,111,400,Low,3,86
6/20/2022,145,Rain Gear,Brand_Z,0.045,0.013,20,18,214,400,Medium,1,57
6/21/2022,145,Rain Gear,Brand_Z,0.045,0.019,23,6,121,400,Medium,2,93
6/22/2022,145,Rain Gear,Brand_Z,0.012,0.027,9,5,212,400,Medium,1,75
6/23/2022,145,Rain Gear,Brand_Z,0.021,0.017,20,7,130,400,Medium,2,82
6/24/2022,145,Rain Gear,Brand_Z,0.037,0.027,18,6,163,400,Medium,1,88
6/25/2022,145,Rain Gear,Brand_Z,0.013,0.01,19,5,101,400,Low,2,62
6/26/2022,145,Rain Gear,Brand_Z,0.047,0.023,15,13,314,400,High,1,83
6/27/2022,145,Rain Gear,Brand_Z,0.032,0.026,13,15,226,400,Medium,2,88
6/28/2022,145,Rain Gear,Brand_Z,0.01,0.026,9,10,143,400,Medium,3,83
6/29/2022,145,Rain Gear,Brand_Z,0.012,0.022,17,20,342,400,High,1,99
6/30/2022,145,Rain Gear,Brand_Z,0.043,0.023,10,13,242,400,Medium,2,100
7/1/2022,145,Rain Gear,Brand_Z,0.041,0.016,8,15,180,400,Medium,3,62
7/2/2022,145,Rain Gear,Brand_Z,0.025,0.029,17,17,83,400,Low,4,97
7/3/2022,145,Rain Gear,Brand_Z,0.012,0.016,28,14,202,400,Medium,1,65
7/4/2022,145,Rain Gear,Brand_Z,0.026,0.025,12,15,118,400,Low,2,84
7/5/2022,145,Rain Gear,Brand_Z,0.048,0.011,13,16,257,400,Medium,1,94
7/6/2022,145,Rain Gear,Brand_Z,0.049,0.023,8,8,177,400,Medium,2,80
7/7/2022,145,Rain Gear,Brand_Z,0.041,0.014,24,9,97,400,Low,3,80
7/8/2022,145,Rain Gear,Brand_Z,0.028,0.012,11,8,257,400,Medium,1,50
7/9/2022,145,Rain Gear,Brand_Z,0.015,0.013,11,7,183,400,Medium,2,74
7/10/2022,145,Rain Gear,Brand_Z,0.013,0.017,20,16,109,400,Low,3,74
7/11/2022,145,Rain Gear,Brand_Z,0.029,0.029,18,14,166,400,Medium,1,59
7/12/2022,145,Rain Gear,Brand_Z,0.037,0.022,11,18,100,400,Low,2,66
7/13/2022,145,Rain Gear,Brand_Z,0.022,0.014,8,5,190,400,Medium,1,73
7/14/2022,145,Rain Gear,Brand_Z,0.049,0.014,25,10,94,400,Low,2,96
7/15/2022,145,Rain Gear,Brand_Z,0.013,0.026,14,20,265,400,Medium,1,86
7/16/2022,145,Rain Gear,Brand_Z,0.016,0.015,23,9,197,400,Medium,2,68
7/17/2022,145,Rain Gear,Brand_Z,0.037,0.023,17,9,99,400,Low,3,98
7/18/2022,145,Rain Gear,Brand_Z,0.018,0.022,21,19,310,400,High,1,53
7/19/2022,145,Rain Gear,Brand_Z,0.01,0.015,28,14,259,400,Medium,2,51
7/20/2022,145,Rain Gear,Brand_Z,0.03,0.014,11,9,171,400,Medium,3,88
7/21/2022,145,Rain Gear,Brand_Z,0.037,0.026,7,7,112,400,Low,4,59
7/22/2022,145,Rain Gear,Brand_Z,0.041,0.023,13,9,289,400,High,1,94
7/23/2022,145,Rain Gear,Brand_Z,0.021,0.026,19,10,206,400,Medium,2,83
7/24/2022,145,Rain Gear,Brand_Z,0.025,0.02,7,6,137,400,Medium,3,69
7/25/2022,145,Rain Gear,Brand_Z,0.017,0.022,25,18,229,400,Medium,1,61
7/26/2022,145,Rain Gear,Brand_Z,0.029,0.027,13,20,158,400,Medium,2,71
7/27/2022,145,Rain Gear,Brand_Z,0.024,0.023,30,19,83,400,Low,3,75
7/28/2022,145,Rain Gear,Brand_Z,0.037,0.012,20,7,199,400,Medium,1,62
7/29/2022,145,Rain Gear,Brand_Z,0.025,0.028,12,16,108,400,Low,2,91
7/30/2022,145,Rain Gear,Brand_Z,0.019,0.024,14,15,232,400,Medium,1,69
7/31/2022,145,Rain Gear,Brand_Z,0.025,0.024,11,16,163,400,Medium,2,69
8/1/2022,145,Rain Gear,Brand_Z,0.017,0.029,22,13,142,400,Medium,3,21
8/2/2022,145,Rain Gear,Brand_Z,0.04,0.029,14,6,132,400,Medium,4,10
8/3/2022,145,Rain Gear,Brand_Z,0.027,0.023,15,8,118,400,Low,5,14
8/4/2022,145,Rain Gear,Brand_Z,0.015,0.015,29,7,104,400,Low,6,14
8/5/2022,145,Rain Gear,Brand_Z,0.039,0.024,28,16,349,400,High,1,28
8/6/2022,145,Rain Gear,Brand_Z,0.045,0.03,9,17,342,400,High,2,7
8/7/2022,145,Rain Gear,Brand_Z,0.049,0.03,20,8,317,400,High,3,25
8/8/2022,145,Rain Gear,Brand_Z,0.029,0.02,13,15,290,400,High,4,27
8/9/2022,145,Rain Gear,Brand_Z,0.011,0.029,15,8,282,400,High,5,8
8/10/2022,145,Rain Gear,Brand_Z,0.049,0.022,22,20,256,400,Medium,6,26
8/11/2022,145,Rain Gear,Brand_Z,0.013,0.022,24,17,227,400,Medium,7,29
8/12/2022,145,Rain Gear,Brand_Z,0.02,0.02,8,16,214,400,Medium,8,13
8/13/2022,145,Rain Gear,Brand_Z,0.014,0.017,25,6,191,400,Medium,9,23
8/14/2022,145,Rain Gear,Brand_Z,0.039,0.011,26,15,186,400,Medium,10,5
8/15/2022,145,Rain Gear,Brand_Z,0.027,0.027,24,6,173,400,Medium,11,13
8/16/2022,145,Rain Gear,Brand_Z,0.019,0.025,20,10,160,400,Medium,12,13
8/17/2022,145,Rain Gear,Brand_Z,0.021,0.019,13,14,138,400,Medium,13,22
8/18/2022,145,Rain Gear,Brand_Z,0.033,0.017,18,14,124,400,Medium,14,14
8/19/2022,145,Rain Gear,Brand_Z,0.033,0.012,29,8,99,400,Low,15,25
8/20/2022,145,Rain Gear,Brand_Z,0.048,0.018,24,19,333,400,High,1,28
8/21/2022,145,Rain Gear,Brand_Z,0.023,0.018,23,11,310,400,High,2,23
8/22/2022,145,Rain Gear,Brand_Z,0.025,0.029,28,5,299,400,High,3,11
8/23/2022,145,Rain Gear,Brand_Z,0.034,0.028,13,10,279,400,Medium,4,20
8/24/2022,145,Rain Gear,Brand_Z,0.046,0.02,30,15,269,400,Medium,5,10
8/25/2022,145,Rain Gear,Brand_Z,0.038,0.022,30,13,251,400,Medium,6,18
8/26/2022,145,Rain Gear,Brand_Z,0.046,0.019,18,13,243,400,Medium,7,8
8/27/2022,145,Rain Gear,Brand_Z,0.05,0.012,21,11,226,400,Medium,8,17
8/28/2022,145,Rain Gear,Brand_Z,0.042,0.017,16,8,201,400,Medium,9,25
8/29/2022,145,Rain Gear,Brand_Z,0.012,0.015,16,11,194,400,Medium,10,7
8/30/2022,145,Rain Gear,Brand_Z,0.038,0.012,21,18,167,400,Medium,11,27
8/31/2022,145,Rain Gear,Brand_Z,0.05,0.014,8,18,138,400,Medium,12,29
9/1/2022,145,Rain Gear,Brand_Z,0.011,0.017,15,10,113,400,Low,13,25
9/2/2022,145,Rain Gear,Brand_Z,0.011,0.023,15,11,92,400,Low,14,21
9/3/2022,145,Rain Gear,Brand_Z,0.039,0.022,14,7,232,400,Medium,1,16
9/4/2022,145,Rain Gear,Brand_Z,0.017,0.018,13,20,217,400,Medium,2,15
9/5/2022,145,Rain Gear,Brand_Z,0.032,0.028,23,12,191,400,Medium,3,26
9/6/2022,145,Rain Gear,Brand_Z,0.034,0.021,13,16,168,400,Medium,4,23
9/7/2022,145,Rain Gear,Brand_Z,0.032,0.011,20,5,144,400,Medium,5,24
9/8/2022,145,Rain Gear,Brand_Z,0.03,0.01,9,15,116,400,Low,6,28
9/9/2022,145,Rain Gear,Brand_Z,0.019,0.016,16,17,91,400,Low,7,25
9/10/2022,145,Rain Gear,Brand_Z,0.044,0.011,21,20,230,400,Medium,1,19
9/11/2022,145,Rain Gear,Brand_Z,0.011,0.012,22,12,225,400,Medium,2,5
9/12/2022,145,Rain Gear,Brand_Z,0.021,0.018,28,7,211,400,Medium,3,14
9/13/2022,145,Rain Gear,Brand_Z,0.037,0.011,26,19,201,400,Medium,4,10
9/14/2022,145,Rain Gear,Brand_Z,0.015,0.018,9,17,189,400,Medium,5,12
9/15/2022,145,Rain Gear,Brand_Z,0.012,0.016,12,18,181,400,Medium,6,8
9/16/2022,145,Rain Gear,Brand_Z,0.05,0.029,11,20,152,400,Medium,7,29
9/17/2022,145,Rain Gear,Brand_Z,0.037,0.021,16,10,145,400,Medium,8,7
9/18/2022,145,Rain Gear,Brand_Z,0.026,0.01,26,19,140,400,Medium,9,5
9/19/2022,145,Rain Gear,Brand_Z,0.024,0.027,20,18,120,400,Low,10,20
9/20/2022,145,Rain Gear,Brand_Z,0.024,0.016,12,10,99,400,Low,11,21
9/21/2022,145,Rain Gear,Brand_Z,0.018,0.022,29,5,80,400,Low,12,19
9/22/2022,145,Rain Gear,Brand_Z,0.022,0.026,8,16,339,400,High,1,7
9/23/2022,145,Rain Gear,Brand_Z,0.031,0.022,12,9,330,400,High,2,9
9/24/2022,145,Rain Gear,Brand_Z,0.026,0.014,14,20,325,400,High,3,5
9/25/2022,145,Rain Gear,Brand_Z,0.023,0.02,30,10,311,400,High,4,14
9/26/2022,145,Rain Gear,Brand_Z,0.019,0.03,18,18,303,400,High,5,8
9/27/2022,145,Rain Gear,Brand_Z,0.044,0.015,11,12,282,400,High,6,21
9/28/2022,145,Rain Gear,Brand_Z,0.025,0.013,25,12,271,400,Medium,7,11
9/29/2022,145,Rain Gear,Brand_Z,0.039,0.018,14,11,256,400,Medium,8,15
9/30/2022,145,Rain Gear,Brand_Z,0.019,0.019,30,6,242,400,Medium,9,14
10/1/2022,145,Rain Gear,Brand_Z,0.017,0.011,16,15,219,400,Medium,10,23
10/2/2022,145,Rain Gear,Brand_Z,0.032,0.017,24,11,211,400,Medium,11,8
10/3/2022,145,Rain Gear,Brand_Z,0.04,0.026,13,17,182,400,Medium,12,29
10/4/2022,145,Rain Gear,Brand_Z,0.013,0.021,15,16,164,400,Medium,13,18
10/5/2022,145,Rain Gear,Brand_Z,0.018,0.026,22,14,138,400,Medium,14,26
10/6/2022,145,Rain Gear,Brand_Z,0.014,0.022,10,5,130,400,Medium,15,8
10/7/2022,145,Rain Gear,Brand_Z,0.031,0.016,20,5,115,400,Low,16,15
10/8/2022,145,Rain Gear,Brand_Z,0.018,0.013,18,7,98,400,Low,17,17
10/9/2022,145,Rain Gear,Brand_Z,0.019,0.025,8,8,269,400,Medium,1,21
10/10/2022,145,Rain Gear,Brand_Z,0.037,0.024,27,7,256,400,Medium,2,13
10/11/2022,145,Rain Gear,Brand_Z,0.049,0.014,20,5,246,400,Medium,3,10
10/12/2022,145,Rain Gear,Brand_Z,0.04,0.011,19,14,223,400,Medium,4,23
10/13/2022,145,Rain Gear,Brand_Z,0.027,0.011,16,20,193,400,Medium,5,30
10/14/2022,145,Rain Gear,Brand_Z,0.025,0.012,26,14,171,400,Medium,6,22
10/15/2022,145,Rain Gear,Brand_Z,0.028,0.022,21,11,165,400,Medium,7,6
10/16/2022,145,Rain Gear,Brand_Z,0.028,0.024,17,10,151,400,Medium,8,14
10/17/2022,145,Rain Gear,Brand_Z,0.035,0.018,19,12,134,400,Medium,9,17
10/18/2022,145,Rain Gear,Brand_Z,0.038,0.013,23,13,125,400,Medium,10,9
10/19/2022,145,Rain Gear,Brand_Z,0.045,0.017,28,9,100,400,Low,11,25
10/20/2022,145,Rain Gear,Brand_Z,0.046,0.023,25,16,88,400,Low,12,12
10/21/2022,145,Rain Gear,Brand_Z,0.023,0.029,21,11,308,400,High,1,21
10/22/2022,145,Rain Gear,Brand_Z,0.011,0.01,30,6,287,400,High,2,21
10/23/2022,145,Rain Gear,Brand_Z,0.028,0.011,27,16,270,400,Medium,3,17
10/24/2022,145,Rain Gear,Brand_Z,0.037,0.017,28,19,256,400,Medium,4,14
10/25/2022,145,Rain Gear,Brand_Z,0.036,0.027,25,18,235,400,Medium,5,21
10/26/2022,145,Rain Gear,Brand_Z,0.012,0.029,30,5,212,400,Medium,6,23
10/27/2022,145,Rain Gear,Brand_Z,0.017,0.018,28,15,205,400,Medium,7,7
10/28/2022,145,Rain Gear,Brand_Z,0.046,0.013,18,12,182,400,Medium,8,23
10/29/2022,145,Rain Gear,Brand_Z,0.017,0.022,19,20,163,400,Medium,9,19
10/30/2022,145,Rain Gear,Brand_Z,0.026,0.027,22,9,155,400,Medium,10,8
10/31/2022,145,Rain Gear,Brand_Z,0.046,0.024,8,14,149,400,Medium,11,6
11/1/2022,145,Rain Gear,Brand_Z,0.039,0.022,9,5,125,400,Medium,12,24
11/2/2022,145,Rain Gear,Brand_Z,0.036,0.028,21,14,97,400,Low,13,28
11/3/2022,145,Rain Gear,Brand_Z,0.026,0.021,22,5,89,400,Low,14,8
11/4/2022,145,Rain Gear,Brand_Z,0.013,0.029,8,18,191,400,Medium,1,15
11/5/2022,145,Rain Gear,Brand_Z,0.044,0.026,10,16,177,400,Medium,2,14
11/6/2022,145,Rain Gear,Brand_Z,0.025,0.026,12,18,162,400,Medium,3,15
11/7/2022,145,Rain Gear,Brand_Z,0.028,0.019,12,9,142,400,Medium,4,20
11/8/2022,145,Rain Gear,Brand_Z,0.015,0.017,28,6,119,400,Low,5,23
11/9/2022,145,Rain Gear,Brand_Z,0.012,0.015,14,6,97,400,Low,6,22
11/10/2022,145,Rain Gear,Brand_Z,0.049,0.019,14,9,84,400,Low,7,13
11/11/2022,145,Rain Gear,Brand_Z,0.047,0.029,15,5,196,400,Medium,1,29
11/12/2022,145,Rain Gear,Brand_Z,0.023,0.012,29,9,170,400,Medium,2,26
11/13/2022,145,Rain Gear,Brand_Z,0.01,0.025,17,6,146,400,Medium,3,24
11/14/2022,145,Rain Gear,Brand_Z,0.039,0.011,21,14,117,400,Low,4,29
11/15/2022,145,Rain Gear,Brand_Z,0.016,0.013,9,16,93,400,Low,5,24
11/16/2022,145,Rain Gear,Brand_Z,0.029,0.02,24,14,87,400,Low,6,6
11/17/2022,145,Rain Gear,Brand_Z,0.013,0.01,15,20,80,400,Low,7,7
11/18/2022,145,Rain Gear,Brand_Z,0.013,0.013,18,9,325,400,High,1,30
11/19/2022,145,Rain Gear,Brand_Z,0.018,0.017,14,7,308,400,High,2,17
11/20/2022,145,Rain Gear,Brand_Z,0.029,0.026,25,15,286,400,High,3,22
11/21/2022,145,Rain Gear,Brand_Z,0.045,0.014,10,16,270,400,Medium,4,16
11/22/2022,145,Rain Gear,Brand_Z,0.018,0.017,18,6,259,400,Medium,5,11
11/23/2022,145,Rain Gear,Brand_Z,0.026,0.026,17,5,245,400,Medium,6,14
11/24/2022,145,Rain Gear,Brand_Z,0.046,0.016,24,15,232,400,Medium,7,13
11/25/2022,145,Rain Gear,Brand_Z,0.031,0.03,11,16,221,400,Medium,8,11
11/26/2022,145,Rain Gear,Brand_Z,0.029,0.021,20,7,196,400,Medium,9,25
11/27/2022,145,Rain Gear,Brand_Z,0.047,0.018,19,5,177,400,Medium,10,19
11/28/2022,145,Rain Gear,Brand_Z,0.03,0.019,28,9,170,400,Medium,11,7
11/29/2022,145,Rain Gear,Brand_Z,0.015,0.026,17,8,164,400,Medium,12,6
11/30/2022,145,Rain Gear,Brand_Z,0.013,0.03,18,7,158,400,Medium,13,6
12/1/2022,145,Rain Gear,Brand_Z,0.013,0.024,9,12,129,400,Medium,14,29
12/2/2022,145,Rain Gear,Brand_Z,0.029,0.022,22,12,120,400,Low,15,9
12/3/2022,145,Rain Gear,Brand_Z,0.043,0.012,16,10,93,400,Low,16,27
12/4/2022,145,Rain Gear,Brand_Z,0.048,0.021,7,16,86,400,Low,17,7
12/5/2022,145,Rain Gear,Brand_Z,0.019,0.018,27,10,354,400,High,1,27
12/6/2022,145,Rain Gear,Brand_Z,0.048,0.017,16,6,333,400,High,2,21
12/7/2022,145,Rain Gear,Brand_Z,0.014,0.026,11,17,303,400,High,3,30
12/8/2022,145,Rain Gear,Brand_Z,0.045,0.026,23,8,291,400,High,4,12
12/9/2022,145,Rain Gear,Brand_Z,0.038,0.023,12,6,273,400,Medium,5,18
12/10/2022,145,Rain Gear,Brand_Z,0.045,0.022,29,15,256,400,Medium,6,17
12/11/2022,145,Rain Gear,Brand_Z,0.045,0.015,28,11,238,400,Medium,7,18
12/12/2022,145,Rain Gear,Brand_Z,0.045,0.026,10,8,229,400,Medium,8,9
12/13/2022,145,Rain Gear,Brand_Z,0.033,0.025,7,10,212,400,Medium,9,17
12/14/2022,145,Rain Gear,Brand_Z,0.027,0.02,28,19,193,400,Medium,10,19
12/15/2022,145,Rain Gear,Brand_Z,0.023,0.024,27,7,163,400,Medium,11,30
12/16/2022,145,Rain Gear,Brand_Z,0.015,0.011,25,8,157,400,Medium,12,6
12/17/2022,145,Rain Gear,Brand_Z,0.013,0.024,10,8,127,400,Medium,13,30
12/18/2022,145,Rain Gear,Brand_Z,0.046,0.012,30,5,113,400,Low,14,14
12/19/2022,145,Rain Gear,Brand_Z,0.044,0.012,29,18,85,400,Low,15,28
12/20/2022,145,Rain Gear,Brand_Z,0.028,0.023,30,18,327,400,High,1,11
12/21/2022,145,Rain Gear,Brand_Z,0.038,0.021,25,5,303,400,High,2,24
12/22/2022,145,Rain Gear,Brand_Z,0.041,0.013,11,13,294,400,High,3,9
12/23/2022,145,Rain Gear,Brand_Z,0.018,0.017,16,13,275,400,Medium,4,19
12/24/2022,145,Rain Gear,Brand_Z,0.041,0.022,11,6,261,400,Medium,5,14
12/25/2022,145,Rain Gear,Brand_Z,0.038,0.026,13,16,238,400,Medium,6,23
12/26/2022,145,Rain Gear,Brand_Z,0.032,0.011,25,17,224,400,Medium,7,14
12/27/2022,145,Rain Gear,Brand_Z,0.047,0.011,16,10,217,400,Medium,8,7
12/28/2022,145,Rain Gear,Brand_Z,0.016,0.022,19,14,210,400,Medium,9,7
12/29/2022,145,Rain Gear,Brand_Z,0.023,0.023,30,19,191,400,Medium,10,19
12/30/2022,145,Rain Gear,Brand_Z,0.04,0.03,7,7,163,400,Medium,11,28
12/31/2022,145,Rain Gear,Brand_Z,0.016,0.025,9,20,149,400,Medium,12,14
12/1/2022,385,Tet Holiday Decorations,Acevedo and Sons,0.015,0.015,24,9,800,880,High,12,90
12/2/2022,385,Tet Holiday Decorations,Acevedo and Sons,0.034,0.013,30,8,710,880,High,21,81
12/3/2022,385,Tet Holiday Decorations,Acevedo and Sons,0.016,0.013,23,11,629,880,High,17,58
12/4/2022,385,Tet Holiday Decorations,Acevedo and Sons,0.02,0.025,16,9,571,880,Medium,4,59
12/5/2022,385,Tet Holiday Decorations,Acevedo and Sons,0.022,0.024,17,13,512,880,Medium,50,70
12/6/2022,385,Tet Holiday Decorations,Acevedo and Sons,0.026,0.016,11,5,442,880,Medium,31,65
12/7/2022,385,Tet Holiday Decorations,Acevedo and Sons,0.033,0.03,13,13,377,880,Medium,11,97
12/8/2022,385,Tet Holiday Decorations,Acevedo and Sons,0.025,0.028,16,6,280,880,Medium,17,68
12/9/2022,385,Tet Holiday Decorations,Acevedo and Sons,0.017,0.029,27,14,212,880,Low,40,107
12/10/2022,385,Tet Holiday Decorations,Acevedo and Sons,0.019,0.022,17,13,105,880,Low,36,88
12/11/2022,385,Tet Holiday Decorations,Acevedo and Sons,0.025,0.012,16,5,617,880,High,27,61
12/12/2022,385,Tet Holiday Decorations,Acevedo and Sons,0.039,0.02,16,10,556,880,Medium,33,50
12/13/2022,385,Tet Holiday Decorations,Acevedo and Sons,0.024,0.024,19,14,506,880,Medium,45,110
12/14/2022,385,Tet Holiday Decorations,Acevedo and Sons,0.016,0.015,27,6,396,880,Medium,30,118
12/15/2022,385,Tet Holiday Decorations,Acevedo and Sons,0.036,0.024,12,13,278,880,Medium,18,78
12/16/2022,385,Tet Holiday Decorations,Acevedo and Sons,0.018,0.019,15,13,200,880,Low,24,82
12/17/2022,385,Tet Holiday Decorations,Acevedo and Sons,0.031,0.025,30,5,118,880,Low,26,106
12/18/2022,385,Tet Holiday Decorations,Acevedo and Sons,0.021,0.011,17,8,612,880,Medium,15,95
12/19/2022,385,Tet Holiday Decorations,Acevedo and Sons,0.039,0.011,17,14,517,880,Medium,29,90
12/20/2022,385,Tet Holiday Decorations,Acevedo and Sons,0.033,0.018,13,11,427,880,Medium,36,105
12/21/2022,385,Tet Holiday Decorations,Acevedo and Sons,0.034,0.017,12,10,322,880,Medium,1,84
12/22/2022,385,Tet Holiday Decorations,Acevedo and Sons,0.018,0.016,27,6,238,880,Low,39,114
12/23/2022,385,Tet Holiday Decorations,Acevedo and Sons,0.025,0.024,19,9,124,880,Low,31,120
12/24/2022,385,Tet Holiday Decorations,Acevedo and Sons,0.027,0.019,14,12,704,880,High,36,63
12/25/2022,385,Tet Holiday Decorations,Acevedo and Sons,0.033,0.019,27,6,641,880,High,13,50
12/26/2022,385,Tet Holiday Decorations,Acevedo and Sons,0.013,0.012,17,14,591,880,Medium,8,61
12/27/2022,385,Tet Holiday Decorations,Acevedo and Sons,0.038,0.021,25,10,530,880,Medium,36,111
12/28/2022,385,Tet Holiday Decorations,Acevedo and Sons,0.028,0.016,16,15,419,880,Medium,5,63
12/29/2022,385,Tet Holiday Decorations,Acevedo and Sons,0.036,0.023,24,5,356,880,Medium,27,99
12/30/2022,385,Tet Holiday Decorations,Acevedo and Sons,0.029,0.017,11,5,257,880,Low,40,109
12/31/2022,385,Tet Holiday Decorations,Acevedo and Sons,0.037,0.019,24,15,148,880,Low,26,59
1/1/2023,385,Tet Holiday Decorations,Acevedo and Sons,0.039,0.024,25,11,89,880,Low,10,71
1/2/2023,385,Tet Holiday Decorations,Acevedo and Sons,0.024,0.016,13,5,818,880,High,32,95
1/3/2023,385,Tet Holiday Decorations,Acevedo and Sons,0.019,0.025,14,7,723,880,High,48,63
1/4/2023,385,Tet Holiday Decorations,Acevedo and Sons,0.025,0.013,30,9,660,880,High,37,59
1/5/2023,385,Tet Holiday Decorations,Acevedo and Sons,0.024,0.023,18,7,601,880,Medium,12,117
1/6/2023,385,Tet Holiday Decorations,Acevedo and Sons,0.015,0.026,14,11,484,880,Medium,23,51
1/7/2023,385,Tet Holiday Decorations,Acevedo and Sons,0.024,0.018,24,5,433,880,Medium,50,106
1/8/2023,385,Tet Holiday Decorations,Acevedo and Sons,0.02,0.021,29,15,327,880,Medium,32,119
1/9/2023,385,Tet Holiday Decorations,Acevedo and Sons,0.032,0.017,16,12,208,880,Low,46,71
1/10/2023,385,Tet Holiday Decorations,Acevedo and Sons,0.017,0.027,17,9,137,880,Low,32,88
1/11/2023,385,Tet Holiday Decorations,Acevedo and Sons,0.034,0.017,19,9,849,880,High,12,61
1/12/2023,385,Tet Holiday Decorations,Acevedo and Sons,0.028,0.02,30,12,788,880,High,21,53
1/13/2023,385,Tet Holiday Decorations,Acevedo and Sons,0.02,0.023,26,11,735,880,High,42,103
1/14/2023,385,Tet Holiday Decorations,Acevedo and Sons,0.036,0.015,18,8,632,880,High,13,67
1/15/2023,385,Tet Holiday Decorations,Acevedo and Sons,0.011,0.029,22,10,565,880,Medium,16,80
1/16/2023,385,Tet Holiday Decorations,Acevedo and Sons,0.032,0.023,18,6,485,880,Medium,33,109
1/17/2023,385,Tet Holiday Decorations,Acevedo and Sons,0.021,0.022,29,11,376,880,Medium,12,80
1/18/2023,385,Tet Holiday Decorations,Acevedo and Sons,0.032,0.013,22,12,296,880,Medium,3,93
1/19/2023,385,Tet Holiday Decorations,Acevedo and Sons,0.01,0.021,17,7,203,880,Low,25,86
1/20/2023,385,Tet Holiday Decorations,Acevedo and Sons,0.019,0.012,26,8,117,880,Low,27,90
